Map,Day,Month,Year,Wait Time(s), Match Time(s),Team A Rounds,Team B Rounds,Ping,Kills,Assists,Deaths,Mvp's,HS%,Points,Result
Inferno,06,11,2020,18,2746,11,16,65,28,7,18,4,32,74,Win
Dust II,06,11,2020,53,1852,6,16,60,11,4,19,0,27,32,Lost
Mirage,06,11,2020,34,2409,16,10,89,20,5,19,3,25,55,Lost
Mirage,05,11,2020,72,2544,16,12,76,22,3,21,2,50,56,Lost
Dust II,05,11,2020,86,2432,11,16,82,12,7,23,0,16,33,Lost
Dust II,04,11,2020,11,2846,16,14,54,25,5,24,5,56,63,Win
Mirage,04,11,2020,98,1811,16,4,79,16,1,6,4,47,38,Win
Inferno,02,11,2020,71,1670,4,13,56,23,2,8,4,34,60,Win
Mirage,02,11,2020,11,2804,16,14,58,16,9,22,3,31,47,Lost
Dust II,01,11,2020,169,2624,16,13,58,16,7,22,3,43,44,Win
Inferno,01,11,2020,59,2847,16,11,52,14,6,22,0,28,41,Lost
Mirage,01,11,2020,47,2377,9,16,53,21,1,18,4,28,43,Lost
Inferno,31,10,2020,101,2298,10,16,59,17,7,16,1,23,50,Win
Dust II,31,10,2020,29,1257,10,4,58,8,2,6,2,12,20,Win
Mirage,31,10,2020,66,2278,16,9,62,24,3,20,3,41,61,Lost
Mirage,30,10,2020,14,2796,16,14,79,24,7,22,5,33,60,Lost
Inferno,30,10,2020,14,2529,9,16,54,9,4,21,2,55,25,Lost
Inferno,30,10,2020,77,1791,16,4,62,15,4,16,2,26,40,Lost
Mirage,30,10,2020,25,2142,16,8,61,17,5,11,5,11,45,Win
Dust II,29,10,2020,27,2645,12,16,56,25,6,20,6,24,64,Lost
Mirage,29,10,2020,29,2812,15,15,53,21,6,19,4,28,58,Tie
Inferno,25,10,2020,31,2201,16,9,58,21,8,19,1,19,55,Lost
Dust II,25,10,2020,27,2512,16,12,60,19,5,21,2,63,48,Lost
Mirage,25,10,2020,39,2842,15,15,58,15,9,21,1,33,50,Tie
Dust II,24,10,2020,69,2589,12,16,75,19,3,18,2,42,52,Lost
Inferno,24,10,2020,29,3135,15,15,94,27,4,19,5,22,67,Tie
Mirage,24,10,2020,12,3102,16,12,70,19,0,22,1,15,46,Lost
Inferno,23,10,2020,46,2933,16,12,62,21,3,22,4,19,50,Lost
Dust II,23,10,2020,82,1860,5,16,76,18,2,17,1,27,42,Lost
Mirage,23,10,2020,17,2950,15,15,79,24,9,25,3,41,65,Tie
Dust II,21,10,2020,21,2249,10,16,73,25,8,16,3,24,66,Win
Inferno,21,10,2020,58,2364,16,11,64,26,4,22,4,23,58,Lost
Mirage,21,10,2020,53,2786,16,12,98,21,6,25,1,19,53,Lost
Dust II,19,10,2020,20,2304,16,12,70,22,5,24,3,36,51,Lost
Mirage,19,10,2020,29,3182,14,16,66,38,8,24,4,31,89,Win
Inferno,18,10,2020,77,2735,12,16,60,27,9,19,6,11,65,Win
Mirage,18,10,2020,131,2075,16,8,65,22,5,15,5,22,51,Win
Overpass,16,10,2020,138,3299,16,14,61,28,7,23,3,35,69,Lost
Mirage,16,10,2020,74,2078,16,9,61,27,9,17,5,22,71,Win
Dust II,15,10,2020,17,2694,14,16,61,26,8,20,5,15,75,Lost
Mirage,15,10,2020,28,3118,14,16,62,35,6,21,7,22,80,Lost
Inferno,13,10,2020,28,2760,16,10,64,17,5,17,3,41,44,Win
Mirage,13,10,2020,50,2840,16,12,64,22,5,20,4,21,57,Win
Overpass,12,10,2020,47,2758,16,12,64,21,10,24,2,14,58,Lost
Dust II,12,10,2020,19,2674,15,15,60,25,6,23,3,44,66,Tie
Mirage,12,10,2020,17,2368,16,9,63,21,4,19,2,52,51,Lost
Dust II,11,10,2020,37,2489,12,16,61,29,6,17,5,41,76,Win
Inferno,11,10,2020,34,2954,15,15,90,16,6,20,3,31,48,Tie
Mirage,11,10,2020,23,1844,16,4,77,21,3,8,5,38,52,Win
Mirage,10,10,2020,99,2597,16,10,86,21,4,18,3,42,57,Win
Mirage,04,10,2020,35,2850,16,14,74,25,3,23,2,44,61,Lost
Mirage,04,10,2020,10,2389,16,8,68,23,3,15,4,17,57,Win
Dust II,03,10,2020,22,2531,11,16,102,27,10,17,6,44,72,Win
Inferno,03,10,2020,15,3415,15,15,65,25,7,23,4,44,67,Tie
Mirage,03,10,2020,51,2856,16,14,76,16,11,25,1,17,47,Lost
Inferno,02,10,2020,16,2789,10,16,71,27,5,21,2,29,65,Lost
Mirage,02,10,2020,16,1901,5,16,110,21,1,17,4,47,49,Lost
Inferno,01,10,2020,52,2922,16,11,62,20,4,21,2,25,49,Lost
Mirage,01,10,2020,60,2745,12,16,65,21,3,19,1,28,51,Win
Dust II,30,09,2020,65,2544,16,10,79,29,5,17,4,27,66,Win
Mirage,30,09,2020,61,2807,15,15,65,21,7,18,3,45,62,Tie
Inferno,29,09,2020,17,2586,11,16,92,21,4,20,4,47,52,Win
Dust II,29,09,2020,44,2275,11,16,65,19,6,20,4,26,49,Lost
Mirage,29,09,2020,40,2507,16,12,80,32,4,15,6,37,74,Win
Mirage,28,09,2020,11,2633,16,12,64,28,6,21,2,25,70,Lost
Dust II,28,09,2020,44,2692,12,16,89,19,2,21,3,42,46,Lost
Mirage,27,09,2020,295,2866,16,13,70,22,8,18,7,36,63,Win
Inferno,27,09,2020,174,3340,16,14,68,25,6,23,4,48,64,Lost
Dust II,27,09,2020,143,2268,16,8,76,26,6,12,3,50,63,Win
Dust II,26,09,2020,72,2517,9,16,62,17,4,17,6,27,56,Win
Inferno,26,09,2020,80,2701,16,10,0,14,1,10,4,38,37,Lost
Mirage,26,09,2020,11,2871,15,15,62,24,4,21,2,33,53,Tie
Dust II,24,09,2020,60,1624,5,16,58,16,7,12,3,12,52,Win
Inferno,24,09,2020,15,2643,12,16,66,22,3,18,2,36,55,Win
Mirage,24,09,2020,68,2154,16,7,56,29,5,13,5,20,69,Win
Inferno,23,09,2020,24,2985,16,10,56,36,5,14,6,38,93,Win
Dust II,23,09,2020,18,2217,16,6,78,17,2,12,4,29,41,Win
Mirage,23,09,2020,36,2307,16,7,60,12,5,20,2,50,30,Lost
Mirage,20,09,2020,33,2808,15,15,56,22,4,21,4,50,58,Tie
Inferno,19,09,2020,14,2186,16,8,62,19,4,11,2,26,55,Win
Inferno,19,09,2020,22,736,0,8,72,4,4,3,1,25,16,Win
Overpass,19,09,2020,17,2792,16,13,69,26,6,21,5,34,64,Win
Mirage,19,09,2020,56,2938,16,13,59,21,3,21,4,38,54,Lost
Dust II,18,09,2020,86,2063,16,9,82,16,7,20,2,37,41,Lost
Mirage,18,09,2020,65,2885,14,16,80,27,5,19,4,40,72,Win
Dust II,17,09,2020,12,2683,16,13,90,22,5,22,1,45,61,Lost
Dust II,16,09,2020,12,2196,16,7,107,15,2,19,4,53,41,Lost
Mirage,16,09,2020,44,3126,16,14,66,28,6,19,5,32,68,Win
Dust II,16,09,2020,40,2242,9,16,90,29,12,14,4,17,74,Win
Mirage,15,09,2020,68,1941,16,6,61,24,6,12,2,33,58,Win
Overpass,15,09,2020,11,2182,16,8,56,10,4,19,1,70,31,Lost
Inferno,15,09,2020,86,1727,3,16,62,24,3,10,6,37,61,Win
Mirage,15,09,2020,54,2850,15,15,64,33,6,17,7,27,86,Tie
Mirage,13,09,2020,39,2073,7,16,58,12,8,16,5,33,45,Win
Dust II,12,09,2020,11,2732,15,15,59,28,7,21,3,60,73,Tie
Overpass,12,09,2020,81,2723,16,11,81,21,7,18,3,33,57,Win
Mirage,12,09,2020,17,2604,16,11,60,25,8,21,4,20,60,Lost
Overpass,10,09,2020,73,2051,16,7,115,15,2,9,3,31,39,Win
Mirage,10,09,2020,235,1762,5,16,59,17,1,9,3,47,43,Win
Dust II,10,09,2020,18,2381,16,12,53,15,8,23,2,26,42,Win
Inferno,10,09,2020,22,2001,16,4,0,5,2,2,1,60,12,Win
Inferno,09,09,2020,42,2547,11,16,57,34,8,16,7,38,97,Win
Mirage,09,09,2020,53,2252,16,9,61,5,1,10,2,0,15,Win
Overpass,09,09,2020,19,2872,16,11,52,27,3,18,6,37,61,Win
Dust II,08,09,2020,34,2667,16,13,63,16,6,23,1,37,49,Lost
Overpass,08,09,2020,15,2417,16,9,55,21,4,21,1,23,55,Lost
Mirage,08,09,2020,29,2050,16,4,62,21,3,9,4,42,47,Win
Inferno,07,09,2020,75,2804,10,16,59,23,6,20,4,56,60,Win
Mirage,07,09,2020,20,2661,16,9,64,22,3,20,1,31,55,Win
Dust II,06,09,2020,42,1932,16,8,59,14,5,20,1,42,39,Lost
Dust II,06,09,2020,65,2202,9,16,60,20,1,22,2,35,47,Lost
Inferno,06,09,2020,63,2391,16,8,66,26,4,12,4,42,66,Win
Mirage,06,09,2020,11,2887,15,15,57,28,7,19,3,37,77,Tie
Dust II,05,09,2020,25,2453,13,16,67,26,6,20,5,38,66,Win
Overpass,05,09,2020,19,2375,7,16,67,18,4,14,4,38,53,Win
Inferno,05,09,2020,26,2570,11,16,68,28,5,16,4,57,74,Win
Mirage,05,09,2020,36,1990,16,5,76,17,5,18,1,52,43,Lost
Inferno,04,09,2020,10,2325,8,16,65,12,5,20,1,33,34,Lost
Dust II,04,09,2020,48,2002,8,16,62,18,4,11,3,33,50,Win
Mirage,04,09,2020,42,2550,13,16,64,29,4,21,8,44,78,Win
Inferno,03,09,2020,20,3384,15,15,64,35,3,17,6,57,90,Tie
Mirage,03,09,2020,41,3215,15,15,74,30,8,20,8,43,85,Tie
Inferno,02,09,2020,27,2169,6,16,67,17,5,12,2,35,50,Win
Overpass,02,09,2020,29,3207,15,15,101,30,2,21,2,26,70,Tie
Mirage,02,09,2020,32,2819,15,15,92,21,6,21,1,28,53,Tie
Dust II,01,09,2020,127,1809,16,6,54,9,3,19,2,55,25,Lost
Overpass,01,09,2020,129,1629,5,12,59,17,3,10,3,41,49,Win
Mirage,01,09,2020,20,3077,15,15,55,22,9,24,2,22,54,Tie
Overpass,31,08,2020,24,2862,12,16,60,29,8,21,3,44,70,Win
Mirage,31,08,2020,13,1911,6,16,61,27,5,9,6,46,64,Win
Inferno,30,08,2020,20,2307,16,11,104,20,2,21,4,75,49,Lost
Dust II,30,08,2020,31,2424,16,14,53,29,2,22,7,34,71,Win
Mirage,30,08,2020,15,2634,13,16,57,15,8,23,3,33,46,Lost
Dust II,29,08,2020,15,2251,10,16,61,24,5,16,1,33,66,Win
Mirage,29,08,2020,43,2795,16,14,61,19,8,21,2,26,51,Win
Mirage,29,08,2020,67,3095,16,14,60,29,7,17,5,17,72,Win
Inferno,21,08,2020,24,2539,16,10,56,10,6,21,2,20,31,Lost
Mirage,20,08,2020,17,2548,12,16,64,19,7,17,3,47,55,Win
Dust II,20,08,2020,22,2414,9,16,65,22,3,21,4,40,58,Lost
Overpass,19,08,2020,55,2602,16,9,61,17,5,20,4,29,48,Lost
Dust II,19,08,2020,35,2693,15,15,61,25,8,22,3,24,65,Tie
Mirage,19,08,2020,27,2393,9,16,70,20,2,12,3,30,50,Win
Inferno,19,08,2020,24,2467,16,9,60,15,6,20,3,6,46,Lost
Mirage,17,08,2020,57,2023,16,7,84,22,2,18,3,36,48,Lost
Dust II,17,08,2020,95,2053,16,8,68,9,5,22,1,55,29,Lost
Mirage,17,08,2020,90,2073,16,8,56,12,4,18,0,25,32,Lost
Mirage,17,08,2020,21,2861,13,16,74,12,6,21,2,41,39,Lost
Inferno,15,08,2020,23,3393,15,15,56,24,2,20,4,20,53,Tie
Dust II,15,08,2020,31,2185,9,16,60,22,4,15,2,31,52,Win
Mirage,13,08,2020,67,2177,16,8,85,20,5,19,4,20,50,Win
Inferno,13,08,2020,13,2219,4,16,78,19,0,13,3,5,43,Win
Inferno,12,08,2020,96,3171,15,15,63,21,4,21,2,33,51,Tie
Mirage,12,08,2020,56,2597,16,11,55,17,10,22,4,23,56,Lost
Dust II,12,08,2020,77,1395,2,16,78,16,4,10,2,31,40,Win
Mirage,09,08,2020,53,2470,16,11,92,28,1,18,4,50,72,Win
Dust II,09,08,2020,30,2166,10,16,77,26,9,16,4,42,71,Win
Overpass,09,08,2020,21,2866,13,16,103,16,8,22,3,31,44,Lost
Dust II,08,08,2020,15,3101,14,16,58,24,3,20,4,41,64,Win
Dust II,08,08,2020,64,1825,16,5,85,5,1,18,0,20,13,Lost
Inferno,08,08,2020,59,2048,7,16,104,8,3,19,1,12,23,Lost
Inferno,08,08,2020,59,2302,10,16,61,14,2,19,2,14,38,Win
Inferno,07,08,2020,79,2257,16,8,116,12,3,20,1,41,33,Lost
Overpass,07,08,2020,56,1993,16,4,99,7,0,18,1,28,18,Lost
Dust II,07,08,2020,28,2162,8,16,90,18,6,21,3,27,48,Lost
Inferno,06,08,2020,93,2079,5,16,77,15,6,11,4,26,42,Win
Mirage,06,08,2020,17,2474,11,16,54,24,7,19,3,37,62,Lost
Inferno,06,08,2020,24,2736,7,16,55,15,6,16,4,26,51,Win
Dust II,05,08,2020,48,2248,16,8,64,17,6,14,5,23,45,Win
Mirage,03,08,2020,91,2557,14,16,53,25,3,24,4,24,58,Lost
Dust II,03,08,2020,51,2596,15,15,82,30,3,19,3,30,72,Tie
Dust II,02,08,2020,22,2355,16,9,60,18,4,19,0,50,45,Lost
Inferno,02,08,2020,248,2613,10,16,59,33,6,13,6,30,83,Win
Inferno,02,08,2020,28,1252,16,1,76,18,4,6,4,5,45,Win
Mirage,02,08,2020,41,1970,5,16,80,21,5,11,6,38,56,Win
Dust II,01,08,2020,34,2193,16,9,85,21,4,15,3,42,61,Win
Overpass,01,08,2020,138,2925,15,15,60,31,7,21,2,35,76,Tie
Mirage,01,08,2020,45,2948,16,12,80,26,5,17,4,26,63,Lost
Dust II,31,07,2020,13,1919,6,16,80,13,6,12,2,23,51,Win
Inferno,31,07,2020,14,2229,8,16,57,17,3,18,3,41,39,Lost
Train,31,07,2020,98,1746,16,4,64,11,4,18,0,36,33,Lost
Mirage,31,07,2020,250,2900,15,15,61,28,4,22,4,39,69,Tie
Inferno,30,07,2020,15,3011,12,16,66,20,6,22,2,35,48,Lost
Dust II,30,07,2020,31,2611,16,10,61,30,7,18,4,40,70,Win
Mirage,30,07,2020,207,2019,4,16,70,23,5,12,7,30,63,Win
Overpass,28,07,2020,339,2725,14,16,57,29,7,20,4,27,71,Lost
Dust II,28,07,2020,82,1764,16,5,61,20,4,12,5,50,51,Win
Inferno,28,07,2020,27,1451,2,16,57,13,7,8,1,23,41,Win
Mirage,28,07,2020,29,2274,10,16,79,20,8,16,3,40,56,Win
Dust II,26,07,2020,265,2294,16,10,76,17,3,18,4,35,44,Win
Mirage,26,07,2020,32,2971,16,11,62,25,2,20,4,20,65,Lost
Mirage,26,07,2020,31,2521,16,9,72,18,0,20,1,44,39,Lost
Overpass,25,07,2020,12,3054,14,16,59,26,7,18,5,26,78,Win
Inferno,25,07,2020,223,2149,16,5,60,24,8,12,6,25,57,Win
Dust II,25,07,2020,191,2817,16,14,63,25,7,24,3,48,60,Lost
Mirage,25,07,2020,217,1902,16,3,73,15,4,9,1,20,37,Win
Dust II,24,07,2020,135,1743,6,16,59,22,6,14,4,36,66,Win
Overpass,24,07,2020,146,2973,16,11,56,24,5,15,6,20,67,Win
Mirage,24,07,2020,66,2736,15,15,78,31,7,23,6,32,82,Tie
Inferno,23,07,2020,11,3088,16,14,61,23,6,23,5,39,55,Win
Dust II,23,07,2020,187,2591,16,12,59,22,3,20,3,27,52,Win
Mirage,23,07,2020,29,2145,16,8,73,17,0,18,0,17,39,Lost
Overpass,22,07,2020,12,1979,5,16,61,24,4,12,5,37,64,Win
Inferno,22,07,2020,338,2359,16,8,62,26,4,13,8,30,64,Win
Dust II,22,07,2020,55,2715,16,12,60,13,5,24,1,42,34,Lost
Mirage,22,07,2020,290,2166,16,7,60,9,6,21,0,0,27,Lost
Mirage,21,07,2020,74,2551,16,8,61,27,2,20,7,42,69,Lost
Inferno,21,07,2020,167,2753,16,12,71,22,5,21,2,36,51,Lost
Mirage,21,07,2020,17,2763,14,16,59,26,4,20,6,34,68,Lost
Dust II,21,07,2020,15,2789,15,15,92,28,8,21,4,32,75,Tie
Inferno,20,07,2020,58,2598,16,7,69,19,6,19,2,42,47,Lost
Mirage,20,07,2020,33,2401,16,10,69,18,3,20,3,27,48,Lost
Mirage,20,07,2020,56,2278,16,9,55,17,5,14,3,27,55,Win
Inferno,16,07,2020,22,2986,13,16,62,22,3,16,3,40,60,Win
Mirage,16,07,2020,12,2946,16,13,83,21,5,21,3,23,53,Lost
Dust II,16,07,2020,61,2897,15,15,80,29,2,22,5,40,67,Tie
Dust II,12,07,2020,55,1964,4,16,64,15,5,16,0,13,37,Lost
Dust II,12,07,2020,17,2466,11,16,58,18,2,16,2,38,38,Lost
Inferno,12,07,2020,45,3154,13,16,63,26,4,17,4,50,67,Win
Mirage,09,07,2020,15,2864,13,16,67,21,4,20,5,33,60,Lost
Overpass,09,07,2020,38,843,0,16,69,13,0,0,3,69,28,Win
Dust II,09,07,2020,42,2593,13,16,66,13,4,24,1,38,38,Lost
Dust II,09,07,2020,12,2566,16,9,61,10,1,21,1,40,30,Lost
Mirage,06,07,2020,56,3024,15,15,74,33,5,19,7,30,80,Tie
Inferno,06,07,2020,66,1959,6,16,72,23,3,10,6,21,60,Win
Overpass,06,07,2020,51,1896,16,3,90,21,0,7,2,38,45,Win
Mirage,06,07,2020,13,2574,16,10,76,25,2,12,7,40,63,Win
Mirage,05,07,2020,33,2345,10,16,67,29,1,19,6,37,70,Lost
Inferno,05,07,2020,150,1534,10,6,73,18,1,8,3,27,39,Win
Dust II,05,07,2020,72,1991,5,16,64,33,3,11,6,30,88,Win
Mirage,04,07,2020,120,2840,16,13,63,27,4,23,6,33,71,Win
Mirage,04,07,2020,40,1481,16,2,56,17,4,7,2,44,42,Win
Dust II,04,07,2020,206,2298,12,16,56,14,7,21,0,28,41,Lost
Dust II,04,07,2020,38,2319,9,16,85,21,6,18,7,14,59,Win
Mirage,03,07,2020,37,2651,15,15,72,23,6,23,4,30,57,Tie
Dust II,03,07,2020,12,2570,16,12,64,29,5,17,5,43,78,Win
Overpass,03,07,2020,18,2348,7,16,75,25,3,11,4,23,60,Win
Dust II,02,07,2020,38,2297,16,10,58,21,4,21,3,9,49,Lost
Mirage,02,07,2020,42,2328,16,9,78,34,9,12,6,35,84,Win
Mirage,02,07,2020,319,2433,10,16,75,15,6,17,0,40,42,Lost
Mirage,01,07,2020,43,2341,16,8,0,18,5,19,1,47,47,Lost
Inferno,01,07,2020,10,2444,10,16,70,22,4,18,3,27,58,Win
Inferno,01,07,2020,14,3052,16,10,62,18,3,19,2,44,44,Lost
Dust II,01,07,2020,216,2547,11,16,58,29,8,18,7,31,73,Win
Inferno,30,06,2020,31,1392,16,2,76,21,0,7,5,33,47,Win
Dust II,30,06,2020,11,2259,16,12,59,21,5,20,4,38,57,Lost
Mirage,30,06,2020,228,2388,16,9,57,19,4,17,6,21,51,Win
Mirage,30,06,2020,25,2785,16,12,52,23,4,22,2,30,60,Lost
Inferno,29,06,2020,247,2670,10,16,58,16,8,22,3,18,46,Win
Mirage,29,06,2020,31,2371,16,9,77,25,1,16,5,28,55,Win
Inferno,29,06,2020,73,2848,14,16,56,25,5,23,4,20,57,Win
Overpass,29,06,2020,17,2045,16,3,52,9,4,18,1,44,24,Lost
Mirage,29,06,2020,22,2938,16,14,72,30,4,22,4,40,69,Win
Dust II,28,06,2020,103,2838,15,15,60,32,5,21,6,34,80,Tie
Overpass,28,06,2020,30,2529,16,8,60,19,4,17,5,42,49,Win
Mirage,28,06,2020,152,3071,16,14,70,32,3,20,6,31,78,Win
Mirage,28,06,2020,359,2587,16,11,70,23,4,20,3,39,54,Win
Dust II,20,06,2020,79,2396,9,16,0,5,3,8,0,16,13,Lost
Mirage,20,06,2020,23,2229,7,16,0,-1,1,2,0,0,0,Lost
Mirage,20,06,2020,57,1049,2,9,76,6,5,8,0,16,19,Win
Inferno,19,06,2020,26,3117,16,14,72,25,8,21,5,40,69,Win
Dust II,19,06,2020,71,2483,16,10,71,22,8,20,4,50,55,Win
Mirage,19,06,2020,31,2904,16,12,103,16,4,18,3,43,43,Win
Inferno,18,06,2020,23,3022,16,14,64,24,7,22,3,20,62,Lost
Mirage,18,06,2020,176,2788,16,11,72,18,4,20,4,26,50,Win
Overpass,18,06,2020,253,2480,16,8,66,23,6,21,1,34,56,Lost
Dust II,18,06,2020,216,1921,16,6,68,9,3,19,1,40,23,Lost
Dust II,17,06,2020,128,2440,12,16,63,17,8,20,4,35,55,Lost
Inferno,17,06,2020,15,2506,16,8,69,24,3,12,3,54,55,Win
Overpass,17,06,2020,28,2530,16,8,71,20,5,22,2,40,52,Lost
Mirage,17,06,2020,154,2167,6,16,83,22,6,14,3,45,58,Win
Mirage,17,06,2020,21,2454,12,16,76,19,5,22,4,21,56,Lost
Inferno,16,06,2020,22,2488,9,16,71,26,1,14,6,38,60,Win
Dust II,16,06,2020,139,1536,16,1,75,17,0,5,2,35,35,Win
Dust II,16,06,2020,69,2597,16,11,61,23,5,19,6,47,56,Win
Inferno,08,06,2020,64,2940,12,16,459,18,4,21,4,50,47,Lost
Mirage,08,06,2020,46,2707,16,12,108,24,2,20,4,50,62,Lost
Mirage,08,06,2020,20,1658,4,16,0,-4,0,6,0,0,0,Lost
Dust II,04,06,2020,48,2236,16,7,74,20,6,13,3,30,60,Win
Inferno,04,06,2020,31,3003,11,16,57,16,6,21,1,31,41,Lost
Mirage,04,06,2020,15,2942,16,13,55,32,4,21,3,21,79,Win
Mirage,03,06,2020,13,1541,1,16,94,14,5,7,3,21,45,Win
Inferno,03,06,2020,52,2797,11,16,70,26,5,17,6,34,79,Win
Overpass,03,06,2020,22,1718,16,2,75,21,3,9,3,42,47,Win
Dust II,02,06,2020,127,3082,15,15,58,22,1,21,6,31,53,Tie
Mirage,02,06,2020,11,2674,12,16,63,30,11,18,7,46,78,Win
Mirage,02,06,2020,24,2874,14,16,78,30,1,19,4,50,69,Win
Mirage,01,06,2020,28,2400,9,16,65,30,2,17,5,43,72,Win
Inferno,01,06,2020,62,3204,16,14,62,19,4,24,4,52,46,Win
Mirage,01,06,2020,97,1961,16,4,71,15,3,18,1,33,41,Lost
Mirage,31,05,2020,13,3066,16,13,55,36,4,16,6,19,82,Win
Mirage,31,05,2020,35,1863,16,4,66,19,7,11,5,52,51,Win
Dust II,31,05,2020,86,2698,14,16,65,19,6,21,3,60,49,Lost
Overpass,30,05,2020,13,2746,16,12,58,19,3,24,2,57,49,Lost
Dust II,30,05,2020,30,2149,7,16,63,17,3,12,3,52,54,Win
Inferno,30,05,2020,44,2925,15,15,83,30,6,18,2,33,74,Tie
Overpass,29,05,2020,23,2821,13,16,66,21,6,20,6,52,73,Win
Dust II,29,05,2020,12,3028,15,15,63,25,3,23,1,12,60,Tie
Mirage,29,05,2020,22,2600,12,16,63,15,7,19,3,40,47,Win
Mirage,29,05,2020,12,1728,4,16,63,7,3,19,0,42,17,Lost
Dust II,27,05,2020,40,2514,11,16,56,21,4,21,2,61,53,Lost
Dust II,27,05,2020,53,2010,16,10,81,19,3,16,2,26,41,Win
Mirage,26,05,2020,30,2790,16,13,62,26,4,23,1,34,61,Lost
Dust II,26,05,2020,34,2512,16,13,59,18,6,18,2,36,43,Win
Dust II,25,05,2020,27,2341,9,16,70,21,1,18,3,52,51,Lost
Mirage,25,05,2020,18,2177,16,10,57,18,5,20,2,27,46,Win
Mirage,25,05,2020,76,2266,16,8,58,20,6,20,2,50,57,Lost
Mirage,24,05,2020,15,1760,16,3,85,12,6,10,3,38,35,Win
Inferno,23,05,2020,12,2418,16,8,71,26,3,13,7,30,65,Win
Mirage,23,05,2020,13,2685,15,15,54,17,5,23,4,41,42,Tie
Mirage,22,05,2020,28,2898,16,13,77,24,2,19,4,52,54,Lost
Inferno,22,05,2020,10,2792,12,16,61,18,8,18,4,27,57,Win
Overpass,22,05,2020,27,2749,11,16,94,28,2,15,8,39,78,Win
Inferno,21,05,2020,18,2462,8,16,58,22,5,16,3,43,56,Win
Dust II,21,05,2020,19,2027,16,9,60,17,7,15,4,47,42,Win
Mirage,20,05,2020,12,2609,11,16,80,29,6,18,5,37,73,Lost
Inferno,20,05,2020,56,1349,10,2,69,10,2,6,2,20,22,Win
Dust II,19,05,2020,14,2000,8,16,57,22,6,13,6,45,58,Win
Mirage,19,05,2020,24,2505,9,16,79,32,1,17,4,43,70,Lost
Mirage,19,05,2020,97,2846,16,14,71,34,2,17,6,47,83,Win
Mirage,19,05,2020,38,3084,16,13,62,23,4,18,4,60,60,Win
Inferno,18,05,2020,42,2996,15,15,56,32,7,20,3,43,83,Tie
Inferno,18,05,2020,185,1943,3,16,60,19,2,18,1,73,40,Lost
Mirage,18,05,2020,150,1725,16,3,71,14,3,9,2,50,34,Win
Dust II,18,05,2020,225,729,16,0,63,19,3,1,4,63,41,Win
Mirage,14,05,2020,57,2312,16,7,75,22,4,19,2,40,53,Lost
Dust II,14,05,2020,16,1850,3,16,57,15,3,16,2,53,39,Win
Mirage,14,05,2020,28,2037,7,16,84,14,0,18,3,14,36,Lost
Mirage,13,05,2020,26,2685,10,16,70,19,6,14,4,42,61,Win
Inferno,10,04,2020,51,2085,4,16,80,9,3,16,1,44,24,Lost
Dust II,10,04,2020,46,2515,16,12,58,22,4,17,5,27,57,Lost
Inferno,02,04,2020,21,2438,16,10,63,23,3,20,4,43,54,Lost
Mirage,02,04,2020,37,2853,15,15,70,15,1,17,2,31,33,Tie
Mirage,30,03,2020,62,2806,12,16,65,15,5,22,1,60,45,Lost
Inferno,29,03,2020,143,3596,14,16,61,31,7,23,3,41,85,Lost
Overpass,29,03,2020,62,2649,16,11,61,17,3,23,3,41,45,Lost
Mirage,29,03,2020,76,1977,16,6,61,24,5,13,4,37,55,Win
Inferno,28,03,2020,113,2084,5,16,64,7,1,19,0,28,15,Lost
Dust II,28,03,2020,83,2277,16,11,82,17,3,21,2,47,45,Lost
Mirage,27,03,2020,236,2769,12,16,87,22,4,18,2,54,51,Win
Dust II,25,03,2020,12,2389,16,8,86,18,1,12,5,31,47,Win
Mirage,25,03,2020,44,2302,16,10,79,18,3,18,4,44,48,Win
Dust II,24,03,2020,14,2812,14,16,59,28,4,22,4,39,65,Lost
Mirage,24,03,2020,42,1121,0,16,82,20,9,7,4,35,63,Win
Mirage,24,03,2020,16,2087,8,16,76,16,4,18,3,31,49,Lost
Overpass,20,03,2020,71,2885,16,12,71,12,3,22,3,25,34,Lost
Mirage,20,03,2020,138,2688,15,15,105,24,3,22,2,50,54,Tie
Inferno,20,03,2020,116,1746,5,16,60,12,4,13,1,50,38,Win
Mirage,19,03,2020,33,2705,16,12,81,21,6,19,6,33,60,Win
Inferno,19,03,2020,10,3026,9,16,65,20,9,15,4,25,55,Win
Dust II,19,03,2020,44,2275,16,9,74,21,5,18,2,23,51,Win
Mirage,18,03,2020,14,2451,10,16,62,17,6,21,2,35,44,Lost
Dust II,18,03,2020,30,2153,16,12,80,32,2,19,5,53,68,Lost
Dust II,18,03,2020,32,2539,15,15,68,17,3,22,3,58,42,Tie
Mirage,17,03,2020,74,2564,16,9,60,32,7,15,9,31,91,Win
Inferno,17,03,2020,56,2300,9,16,72,16,5,18,4,6,37,Lost
Mirage,17,03,2020,13,2851,15,15,62,39,2,17,7,2,92,Tie
Inferno,15,03,2020,251,2253,16,7,72,14,4,21,2,28,39,Lost
Inferno,15,03,2020,110,3287,16,12,74,13,2,22,1,53,38,Lost
Mirage,15,03,2020,21,1778,16,4,67,13,3,18,0,53,36,Lost
Mirage,14,03,2020,314,3019,15,15,103,31,8,19,3,38,75,Tie
Inferno,14,03,2020,22,2831,13,16,77,28,6,19,3,46,69,Win
