Map,Day,Month,Year,Wait Time(s), Match Time(s),Team A Rounds,Team B Rounds,Ping,Kills,Assists,Deaths,Mvp's,HS%,Points,Result
Mirage,03,09,2020,60,1936,16,6,28,6,7,12,1,33,21,Win
Mirage,03,09,2020,17,1683,4,16,5,5,2,15,0,50,12,Lost
Inferno,03,09,2020,20,3384,15,15,5,28,7,22,3,37,71,Tie
Inferno,02,09,2020,27,2169,6,16,24,21,4,12,4,38,53,Win
Overpass,02,09,2020,29,3207,15,15,17,30,3,19,4,26,67,Tie
Mirage,02,09,2020,32,2819,15,15,34,19,7,20,3,55,50,Tie
Mirage,02,09,2020,54,2615,11,16,51,16,2,19,1,35,34,Lost
Dust II,02,09,2020,79,2157,16,7,6,10,6,20,0,80,31,Lost
Dust II,31,08,2020,37,3115,16,14,10,22,6,23,2,27,56,Lost
Cache,31,08,2020,20,2481,16,11,7,15,5,19,3,40,36,Lost
Inferno,30,08,2020,20,2307,16,11,56,10,6,21,2,50,27,Lost
Dust II,30,08,2020,31,2424,16,14,6,23,2,20,3,43,53,Win
Mirage,30,08,2020,15,2634,13,16,6,26,4,21,2,42,58,Lost
Inferno,29,08,2020,63,2567,16,10,33,20,2,20,3,40,50,Lost
Overpass,29,08,2020,50,2642,14,16,18,25,8,23,5,44,65,Win
Dust II,29,08,2020,11,2560,15,15,5,19,10,22,3,52,58,Tie
Inferno,29,08,2020,22,2582,11,16,5,26,1,17,5,33,60,Win
Inferno,29,08,2020,104,2799,16,12,22,23,4,18,3,39,55,Win
Mirage,28,08,2020,16,2756,16,14,10,25,6,24,2,40,65,Lost
Dust II,28,08,2020,50,1755,16,5,6,8,3,19,1,37,20,Lost
Inferno,28,08,2020,40,1901,7,16,5,23,4,21,2,21,54,Lost
Dust II,28,08,2020,150,2380,11,16,8,20,4,22,0,30,44,Lost
Inferno,28,08,2020,86,2339,6,16,30,9,5,16,1,33,25,Win
Mirage,27,08,2020,23,2757,14,16,6,26,9,20,4,30,66,Win
Dust II,26,08,2020,82,2947,15,15,7,29,7,23,3,41,73,Tie
Dust II,26,08,2020,32,2430,10,16,27,17,9,20,4,35,54,Win
Dust II,26,08,2020,56,2383,16,11,34,8,3,22,1,25,21,Lost
Inferno,25,08,2020,53,2647,16,8,33,21,5,15,5,26,50,Win
Cache,25,08,2020,17,2196,16,5,5,14,1,11,4,28,33,Win
Mirage,24,08,2020,35,1921,16,4,28,10,5,14,2,20,27,Win
Inferno,24,08,2020,56,3130,16,13,27,24,4,23,5,33,54,Lost
Inferno,24,08,2020,26,2698,16,10,8,16,5,18,1,50,53,Lost
Dust II,24,08,2020,25,3093,16,14,6,17,4,22,3,29,40,Lost
Inferno,24,08,2020,30,3118,16,14,12,10,5,22,1,20,30,Win
Inferno,24,08,2020,50,3002,12,16,11,21,6,20,4,19,64,Lost
Dust II,24,08,2020,76,2777,16,14,32,28,5,21,5,46,66,Win
Mirage,23,08,2020,29,2472,16,11,24,19,2,20,0,36,48,Win
Mirage,23,08,2020,54,2569,16,11,5,22,2,14,1,36,52,Win
Mirage,23,08,2020,23,2621,16,10,24,21,6,17,5,33,50,Win
Inferno,23,08,2020,90,2441,16,10,63,17,3,21,2,29,45,Lost
Overpass,23,08,2020,52,2621,13,16,38,23,10,23,6,30,64,Win
Dust II,23,08,2020,18,2422,11,16,18,17,1,22,3,29,45,Lost
Train,23,08,2020,60,2808,13,16,6,23,4,20,3,26,55,Lost
Inferno,22,08,2020,25,2727,16,10,8,19,3,20,2,57,45,Lost
Inferno,22,08,2020,15,2953,13,16,25,17,9,20,3,29,52,Win
Inferno,22,08,2020,56,2168,6,16,26,16,3,13,6,43,40,Win
Dust II,21,08,2020,15,2633,15,15,9,26,7,21,3,34,63,Tie
Cache,21,08,2020,140,892,2,9,33,7,2,6,1,28,19,Win
Inferno,21,08,2020,43,2698,16,12,11,14,6,26,3,42,37,Lost
Inferno,21,08,2020,38,2751,10,16,5,14,5,16,2,50,40,Win
Mirage,20,08,2020,29,3151,16,13,8,18,4,24,3,38,45,Lost
Dust II,20,08,2020,36,2860,15,15,21,19,6,21,4,42,54,Tie
Inferno,20,08,2020,19,2599,16,9,9,18,1,20,2,50,43,Lost
Mirage,20,08,2020,17,2548,12,16,9,13,7,22,2,38,36,Win
Dust II,20,08,2020,22,2414,9,16,9,14,5,23,1,28,36,Lost
Overpass,19,08,2020,48,2708,16,11,57,13,3,20,1,38,33,Lost
Inferno,19,08,2020,49,1986,16,7,9,11,8,17,0,45,36,Win
Overpass,19,08,2020,55,2602,16,9,9,15,6,19,2,20,39,Lost
Dust II,19,08,2020,35,2693,15,15,5,24,12,21,4,29,65,Tie
Mirage,19,08,2020,27,2393,9,16,11,25,6,14,4,52,65,Win
Inferno,19,08,2020,24,2467,16,9,11,22,4,18,2,30,56,Lost
Dust II,18,08,2020,64,2503,16,13,71,22,3,19,4,54,52,Lost
Overpass,18,08,2020,42,3110,14,16,19,17,2,24,1,23,38,Lost
Mirage,18,08,2020,25,2104,7,16,44,14,4,15,2,21,32,Lost
Inferno,18,08,2020,18,2496,11,16,52,17,7,20,1,41,45,Win
Inferno,17,08,2020,35,2097,16,5,33,8,3,11,0,37,21,Win
Mirage,17,08,2020,57,2023,16,7,24,18,2,18,2,61,42,Lost
Dust II,17,08,2020,95,2053,16,8,5,19,7,22,0,47,52,Lost
Mirage,17,08,2020,90,2073,16,8,9,11,2,17,2,45,26,Lost
Mirage,17,08,2020,56,1661,4,16,20,12,4,18,1,25,28,Lost
Inferno,17,08,2020,32,2516,16,11,24,17,5,20,3,29,41,Win
Dust II,17,08,2020,45,2439,16,13,26,33,4,16,8,24,83,Win
Mirage,17,08,2020,34,2384,16,8,11,12,5,13,2,25,33,Win
Overpass,17,08,2020,110,2627,14,16,19,21,4,19,3,23,55,Lost
Mirage,15,08,2020,20,2702,16,13,11,22,6,23,4,27,58,Lost
Mirage,15,08,2020,13,2770,13,16,16,23,6,20,5,52,65,Lost
Inferno,15,08,2020,23,3393,15,15,9,19,8,21,2,52,58,Tie
Dust II,15,08,2020,31,2185,9,16,5,23,4,12,6,21,60,Win
Mirage,14,08,2020,47,2529,9,16,6,23,4,13,4,39,58,Win
Mirage,14,08,2020,16,2312,16,12,10,26,7,18,3,30,66,Win
Dust II,14,08,2020,46,2428,10,16,23,16,6,22,0,43,40,Win
Dust II,14,08,2020,23,2307,8,16,5,17,8,15,3,29,50,Win
Overpass,14,08,2020,16,2960,15,15,9,22,4,21,0,31,57,Tie
Train,13,08,2020,24,1826,16,4,5,13,4,16,1,46,32,Win
Mirage,13,08,2020,67,2177,16,8,30,21,3,15,3,38,51,Win
Inferno,13,08,2020,13,2219,4,16,33,32,4,11,8,46,76,Win
Mirage,13,08,2020,40,1864,16,4,11,11,3,18,1,9,29,Lost
Inferno,13,08,2020,54,2564,9,16,33,14,8,18,0,42,38,Lost
Mirage,13,08,2020,12,2467,16,11,7,24,3,23,3,45,53,Lost
Mirage,13,08,2020,14,2431,16,10,7,22,4,21,4,45,57,Win
Dust II,12,08,2020,15,2926,15,15,9,29,10,18,5,27,73,Tie
Inferno,12,08,2020,96,3171,15,15,9,26,6,20,5,26,60,Tie
Mirage,12,08,2020,56,2597,16,11,5,20,1,21,1,40,44,Lost
Overpass,12,08,2020,197,2000,16,5,5,18,7,17,3,50,44,Lost
Mirage,12,08,2020,57,1971,4,16,7,17,3,17,0,41,37,Lost
Dust II,12,08,2020,15,2202,10,16,8,34,3,17,6,20,81,Win
Overpass,12,08,2020,51,2405,16,9,29,28,3,19,3,28,67,Lost
Mirage,11,08,2020,26,2044,10,16,10,21,2,16,4,52,47,Win
Mirage,11,08,2020,51,2709,15,15,66,23,10,25,3,65,60,Tie
Dust II,11,08,2020,15,2857,15,15,5,18,4,20,1,33,46,Tie
Dust II,10,08,2020,79,2267,8,16,31,22,7,16,2,27,60,Win
Dust II,10,08,2020,37,2035,9,16,25,15,4,23,1,13,36,Lost
Mirage,10,08,2020,47,2618,8,16,22,22,5,17,5,27,59,Win
Mirage,10,08,2020,37,2015,16,6,7,20,3,15,0,20,49,Lost
Mirage,09,08,2020,53,2470,16,11,40,18,6,21,3,26,45,Win
Dust II,09,08,2020,30,2166,10,16,337,18,5,17,4,38,48,Win
Overpass,09,08,2020,21,2866,13,16,66,21,6,21,3,28,51,Lost
Inferno,08,08,2020,13,2679,16,12,104,21,2,24,3,28,49,Lost
Mirage,08,08,2020,61,2942,12,16,58,21,7,23,5,38,53,Lost
Mirage,08,08,2020,37,2131,8,16,36,15,4,21,3,40,38,Lost
Mirage,08,08,2020,56,2196,16,9,98,13,1,18,1,28,35,Lost
Dust II,05,08,2020,50,2038,16,7,37,13,3,21,1,28,29,Lost
Inferno,05,08,2020,14,3131,13,16,36,26,3,19,6,44,81,Win
Mirage,05,08,2020,13,2527,16,11,38,24,3,16,5,45,54,Win
Dust II,04,08,2020,27,2485,16,10,39,15,4,22,1,26,40,Lost
Dust II,04,08,2020,42,1959,5,16,57,19,7,10,4,36,51,Win
Mirage,04,08,2020,15,2127,7,16,65,12,5,21,2,8,29,Lost
Mirage,04,08,2020,38,3103,14,16,58,22,5,23,4,50,63,Lost
Mirage,03,08,2020,21,3119,15,15,79,23,8,20,2,26,60,Tie
Inferno,03,08,2020,50,1612,16,4,65,11,0,20,0,36,22,Lost
Inferno,03,08,2020,46,2509,11,16,59,15,6,18,3,53,39,Win
Dust II,03,08,2020,28,2393,16,13,40,16,11,23,2,23,53,Lost
Cache,03,08,2020,24,2174,16,10,63,15,6,21,1,40,42,Lost
Dust II,03,08,2020,50,2822,14,16,63,16,5,24,3,37,47,Lost
Mirage,02,08,2020,17,2453,11,16,50,17,6,22,1,29,47,Lost
Dust II,02,08,2020,53,2529,16,13,37,18,5,20,3,27,59,Lost
Dust II,02,08,2020,22,2355,16,9,44,19,8,17,3,31,53,Lost
Dust II,02,08,2020,68,2413,16,12,37,20,3,17,3,40,51,Lost
Dust II,01,08,2020,24,2569,16,12,38,18,5,23,2,27,44,Lost
Dust II,01,08,2020,34,2193,16,9,56,14,6,17,2,28,34,Win
Overpass,01,08,2020,138,2925,15,15,52,18,4,22,2,55,46,Tie
Mirage,01,08,2020,45,2948,16,12,40,22,6,20,2,45,52,Lost
Cache,31,07,2020,101,2525,14,16,63,25,2,22,2,24,64,Lost
Dust II,31,07,2020,89,2663,12,16,65,28,3,22,3,35,67,Win
Dust II,31,07,2020,13,1919,6,16,57,17,9,12,3,35,53,Win
Inferno,31,07,2020,14,2229,8,16,38,9,6,19,1,40,31,Lost
Inferno,30,07,2020,15,3011,12,16,40,22,5,17,2,40,60,Lost
Dust II,30,07,2020,31,2611,16,10,39,27,8,17,4,37,68,Win
Mirage,30,07,2020,207,2019,4,16,54,15,5,11,2,80,43,Win
Mirage,30,07,2020,22,2311,12,16,56,18,3,19,2,33,47,Win
Mirage,30,07,2020,28,2327,16,10,39,12,5,20,1,33,34,Lost
Dust II,29,07,2020,53,2012,16,9,68,16,6,16,1,25,40,Win
Mirage,29,07,2020,134,2575,9,16,42,15,6,18,0,62,42,Win
Dust II,29,07,2020,101,2850,15,15,37,13,7,23,2,23,44,Tie
Cache,29,07,2020,49,2278,16,12,44,19,2,21,3,42,45,Lost
Dust II,29,07,2020,23,2302,9,16,39,20,6,13,2,35,64,Win
Inferno,29,07,2020,26,2358,16,5,55,12,1,19,0,16,27,Lost
Inferno,28,07,2020,26,2934,16,12,42,25,4,17,1,24,61,Win
Mirage,28,07,2020,45,2285,16,8,35,17,6,21,1,52,44,Lost
Inferno,28,07,2020,51,2704,11,16,68,23,5,19,3,30,58,Win
Dust II,27,07,2020,26,2471,16,10,76,18,7,18,2,44,47,Lost
Mirage,27,07,2020,49,1764,16,3,43,6,4,14,0,50,21,Win
Dust II,27,07,2020,48,2460,15,15,64,23,4,22,4,30,56,Tie
Dust II,27,07,2020,77,2754,14,16,38,26,4,20,4,34,61,Win
Mirage,27,07,2020,53,2202,11,16,66,17,8,19,2,35,53,Win
Inferno,27,07,2020,15,2835,12,16,56,13,4,24,3,26,38,Lost
Mirage,27,07,2020,74,2561,16,13,39,17,5,20,1,27,44,Win
Dust II,26,07,2020,265,2294,16,10,56,18,9,15,3,38,47,Win
Mirage,26,07,2020,32,2971,16,11,36,18,5,23,1,44,45,Lost
Mirage,26,07,2020,31,2521,16,9,60,26,6,20,4,42,69,Lost
Mirage,25,07,2020,14,2945,15,15,63,24,10,23,2,41,67,Tie
Overpass,25,07,2020,12,3054,14,16,38,19,6,22,1,52,45,Win
Train,25,07,2020,17,2163,16,6,39,14,7,15,2,42,36,Win
Dust II,25,07,2020,60,1518,2,16,57,25,4,7,6,56,58,Win
Dust II,24,07,2020,45,2918,15,15,64,19,9,22,3,47,51,Tie
Inferno,24,07,2020,16,3015,16,12,57,23,4,18,4,65,57,Win
Dust II,24,07,2020,135,1743,6,16,38,22,5,10,4,54,58,Win
Overpass,24,07,2020,146,2973,16,11,36,20,4,20,4,35,52,Win
Mirage,24,07,2020,66,2736,15,15,54,21,3,24,3,38,49,Tie
Dust II,23,07,2020,19,3175,16,14,55,27,9,21,6,29,68,Win
Inferno,23,07,2020,11,3088,16,14,37,29,8,17,4,17,72,Win
Dust II,23,07,2020,187,2591,16,12,45,18,4,19,2,27,53,Win
Mirage,23,07,2020,29,2145,16,8,55,19,2,18,3,47,42,Lost
Mirage,22,07,2020,112,2361,7,16,38,21,6,15,3,47,59,Win
Mirage,22,07,2020,99,2649,15,15,36,19,7,21,2,31,53,Tie
Mirage,22,07,2020,56,2218,8,16,61,25,7,15,8,52,65,Win
Inferno,22,07,2020,37,2333,7,16,38,10,2,19,1,30,24,Lost
Inferno,22,07,2020,47,2999,13,16,62,22,6,19,4,27,53,Lost
Overpass,22,07,2020,12,1979,5,16,41,20,1,9,1,40,46,Win
Inferno,22,07,2020,338,2359,16,8,37,14,1,18,1,33,34,Win
Dust II,22,07,2020,55,2715,16,12,36,22,4,21,3,50,57,Lost
Mirage,21,07,2020,65,2025,6,16,87,19,4,14,6,42,53,Win
Overpass,21,07,2020,11,2307,16,7,61,16,1,19,1,56,38,Lost
Mirage,21,07,2020,43,2847,13,16,39,20,5,26,2,20,49,Lost
Mirage,21,07,2020,12,1774,16,4,38,20,7,12,6,30,49,Win
Dust II,21,07,2020,12,2924,12,16,54,22,6,22,5,45,54,Win
Mirage,21,07,2020,38,2476,16,10,38,29,3,19,4,37,67,Lost
Mirage,19,07,2020,85,3001,14,16,108,21,1,24,3,57,53,Lost
Inferno,19,07,2020,28,2543,16,13,55,25,5,23,2,36,57,Lost
Overpass,19,07,2020,59,2620,10,16,68,17,3,18,1,35,45,Lost
Mirage,19,07,2020,43,2116,16,7,38,12,4,20,2,41,31,Lost
Mirage,18,07,2020,71,2627,16,12,58,15,6,20,1,53,37,Win
Dust II,18,07,2020,73,2277,16,9,38,15,5,14,3,33,40,Win
Inferno,18,07,2020,69,2341,16,6,0,5,3,17,0,57,13,Lost
Train,15,07,2020,21,2382,16,11,40,16,6,20,5,43,39,Lost
Mirage,14,07,2020,21,3151,15,15,60,30,5,21,4,16,78,Tie
Cache,14,07,2020,48,2721,15,15,38,17,9,22,0,29,49,Tie
Inferno,14,07,2020,39,2024,4,16,64,16,3,18,1,31,37,Lost
Mirage,13,07,2020,56,1904,5,16,65,19,1,17,3,42,41,Lost
Inferno,13,07,2020,44,2995,16,9,68,19,2,18,2,42,45,Win
Mirage,13,07,2020,72,2038,16,7,55,19,7,20,1,42,50,Lost
Mirage,13,07,2020,30,2358,12,16,39,12,3,20,3,25,27,Win
Mirage,12,07,2020,16,2371,16,10,39,23,6,16,3,17,59,Win
Mirage,12,07,2020,42,2180,16,9,72,15,4,20,2,33,38,Lost
Dust II,12,07,2020,12,2690,15,15,56,31,10,20,6,35,80,Tie
Dust II,12,07,2020,11,2237,6,16,43,18,5,19,2,38,46,Lost
Dust II,12,07,2020,111,2380,8,16,45,19,6,19,4,26,46,Win
Dust II,12,07,2020,55,1964,4,16,39,16,3,14,0,31,41,Lost
Dust II,12,07,2020,17,2466,11,16,41,10,6,20,0,54,26,Lost
Dust II,11,07,2020,19,1917,4,16,56,12,3,17,0,8,27,Lost
Dust II,11,07,2020,50,2253,8,16,177,19,2,20,3,42,42,Lost
Mirage,11,07,2020,66,2117,16,7,43,12,5,14,2,25,33,Win
Inferno,10,07,2020,86,2547,13,16,40,18,4,18,2,33,44,Lost
Mirage,09,07,2020,11,2243,16,9,54,17,0,18,1,52,39,Lost
Mirage,09,07,2020,15,2864,13,16,40,25,2,24,3,26,57,Lost
Overpass,09,07,2020,38,843,0,16,37,5,0,0,1,100,10,Win
Dust II,09,07,2020,42,2593,13,16,39,23,3,19,4,21,56,Lost
Inferno,08,07,2020,75,2665,12,16,65,15,5,20,2,53,46,Win
Overpass,08,07,2020,43,2048,6,16,59,20,7,13,5,38,55,Win
Dust II,07,07,2020,33,2601,12,16,271,14,10,19,2,42,45,Win
Mirage,07,07,2020,33,2783,16,13,60,17,2,21,2,23,47,Win
Mirage,06,07,2020,56,3024,15,15,38,20,9,23,2,30,57,Tie
Inferno,06,07,2020,66,1959,6,16,36,18,8,14,3,33,45,Win
Overpass,06,07,2020,51,1896,16,3,56,14,2,7,1,7,32,Win
Mirage,06,07,2020,13,2574,16,10,38,20,1,10,1,23,48,Win
Mirage,05,07,2020,33,2345,10,16,38,13,3,23,0,46,30,Lost
Inferno,05,07,2020,150,1534,10,6,39,9,5,11,1,33,23,Win
Dust II,05,07,2020,72,1991,5,16,40,17,5,10,4,47,45,Win
Mirage,05,07,2020,15,2272,9,16,40,27,5,17,2,33,68,Lost
Mirage,04,07,2020,120,2840,16,13,38,21,8,24,4,38,52,Win
Mirage,04,07,2020,40,1481,16,2,37,21,2,7,5,38,47,Win
Dust II,04,07,2020,206,2298,12,16,37,25,4,18,4,24,57,Lost
Dust II,04,07,2020,38,2319,9,16,61,17,5,13,3,23,45,Win
Dust II,03,07,2020,73,2417,16,9,54,14,4,19,1,46,40,Lost
Mirage,03,07,2020,37,2651,15,15,37,24,6,22,3,41,59,Tie
Dust II,03,07,2020,12,2570,16,12,38,15,7,18,1,25,46,Win
Overpass,03,07,2020,21,2687,16,12,37,18,1,25,4,33,39,Lost
Dust II,28,06,2020,103,2838,15,15,39,12,3,23,2,41,31,Tie
Overpass,28,06,2020,30,2529,16,8,38,17,3,14,2,17,40,Win
Mirage,28,06,2020,152,3071,16,14,56,25,7,21,3,36,62,Win
Mirage,28,06,2020,359,2587,16,11,61,19,5,17,1,52,45,Win
Dust II,27,06,2020,50,2782,13,16,40,8,3,20,1,50,22,Lost
Mirage,27,06,2020,154,2271,9,16,66,16,2,20,1,37,39,Lost
Mirage,27,06,2020,81,1998,4,16,59,9,2,14,2,60,26,Win
Inferno,26,06,2020,71,2127,4,16,60,12,2,18,1,25,29,Lost
Train,26,06,2020,62,2147,16,9,68,13,6,14,2,46,38,Win
Dust II,26,06,2020,22,2759,11,16,38,29,5,18,6,51,70,Win
Dust II,24,06,2020,139,1971,16,7,62,12,8,19,1,25,34,Lost
Mirage,23,06,2020,15,2301,11,16,41,16,1,16,2,31,41,Win
Mirage,23,06,2020,166,2329,16,9,62,15,2,21,1,33,35,Lost
Mirage,23,06,2020,63,3256,15,15,62,17,2,23,1,47,44,Tie
Mirage,23,06,2020,64,2306,16,7,38,20,5,14,2,30,51,Win
Dust II,22,06,2020,46,2740,15,15,43,20,5,21,3,40,49,Tie
Cache,22,06,2020,27,2877,16,14,53,21,3,25,3,42,48,Lost
Mirage,22,06,2020,12,2127,6,16,37,15,6,13,1,26,40,Win
Mirage,21,06,2020,38,2697,13,16,60,27,4,17,4,32,70,Win
Inferno,21,06,2020,34,3355,15,15,65,23,8,22,2,33,57,Tie
Cache,21,06,2020,66,1805,16,4,331,10,1,17,2,60,25,Lost
Dust II,21,06,2020,26,2288,9,16,39,19,3,16,5,52,45,Win
Mirage,21,06,2020,11,3058,16,14,41,9,5,25,0,77,26,Lost
Mirage,21,06,2020,41,2864,15,15,59,22,7,20,3,18,53,Tie
Dust II,20,06,2020,24,2032,16,8,34,15,5,19,4,66,37,Lost
Dust II,20,06,2020,79,2396,9,16,40,15,6,19,3,26,36,Lost
Mirage,20,06,2020,23,2229,7,16,41,21,3,20,3,28,45,Lost
Mirage,20,06,2020,57,1049,2,9,38,8,4,5,0,62,20,Win
Inferno,19,06,2020,26,3117,16,14,41,26,11,21,4,25,73,Win
Dust II,19,06,2020,71,2483,16,10,40,23,3,16,4,34,61,Win
Mirage,19,06,2020,31,2904,16,12,64,23,2,16,2,43,54,Win
Dust II,18,06,2020,49,1994,16,7,62,22,2,13,3,54,49,Win
Inferno,18,06,2020,23,3022,16,14,36,26,1,20,3,46,55,Lost
Mirage,18,06,2020,176,2788,16,11,44,16,6,17,1,50,42,Win
Overpass,18,06,2020,253,2480,16,8,51,21,3,21,1,33,49,Lost
Dust II,18,06,2020,216,1921,16,6,41,15,3,21,1,37,37,Lost
Overpass,17,06,2020,64,2712,16,13,39,17,4,23,3,47,38,Lost
Mirage,17,06,2020,73,2451,16,12,66,13,10,22,2,53,43,Lost
Dust II,17,06,2020,128,2440,12,16,40,19,2,19,3,26,48,Lost
Inferno,17,06,2020,15,2506,16,8,41,18,3,12,3,47,42,Win
Overpass,17,06,2020,28,2530,16,8,43,15,4,20,1,40,49,Lost
Mirage,17,06,2020,154,2167,6,16,70,9,3,17,2,50,25,Win
Mirage,17,06,2020,21,2454,12,16,53,19,3,22,2,52,44,Lost
Inferno,16,06,2020,22,2488,9,16,43,24,7,17,3,33,59,Win
Dust II,16,06,2020,139,1536,16,1,41,15,5,8,4,60,38,Win
Dust II,16,06,2020,69,2597,16,11,37,15,6,19,1,46,43,Win
Overpass,16,06,2020,15,1779,2,16,65,15,2,6,2,46,40,Win
Mirage,15,06,2020,24,3245,15,15,39,21,8,23,4,57,53,Tie
Mirage,15,06,2020,29,1854,16,5,58,21,3,19,3,61,54,Lost
Inferno,15,06,2020,18,3410,15,15,41,17,5,24,3,29,45,Tie
Cache,15,06,2020,21,2329,16,12,38,20,8,20,0,45,51,Lost
Mirage,15,06,2020,134,1870,4,16,68,15,3,19,1,60,33,Lost
Dust II,14,06,2020,18,2232,16,9,69,18,3,18,3,42,40,Win
Dust II,14,06,2020,11,2603,12,16,45,22,4,20,5,50,52,Win
Mirage,14,06,2020,32,2572,11,16,37,13,4,19,2,46,34,Win
Inferno,14,06,2020,104,2664,11,16,61,21,4,23,2,42,48,Lost
Inferno,14,06,2020,83,1941,3,16,63,17,4,18,0,58,38,Lost
Dust II,13,06,2020,56,1918,16,2,59,18,4,9,5,66,43,Win
Inferno,13,06,2020,12,3049,16,13,39,23,5,18,2,47,65,Win
Dust II,12,06,2020,45,1748,5,16,39,11,2,20,1,45,28,Lost
Mirage,12,06,2020,35,2143,6,16,38,16,2,18,1,31,35,Lost
Mirage,12,06,2020,23,2809,16,12,64,26,5,20,4,57,65,Win
Mirage,11,06,2020,59,2691,15,15,84,12,6,20,1,33,36,Tie
Dust II,11,06,2020,69,2800,14,16,61,17,0,21,1,23,36,Lost
Dust II,11,06,2020,107,2706,15,15,66,26,4,18,7,34,68,Tie
Cache,10,06,2020,22,1972,16,5,124,6,3,16,1,33,18,Lost
Mirage,10,06,2020,37,2365,16,5,38,20,5,13,5,40,50,Win
Dust II,10,06,2020,19,2684,12,16,63,23,6,17,7,43,64,Win
Mirage,09,06,2020,43,2674,11,16,161,16,2,17,0,43,36,Lost
Inferno,09,06,2020,43,2934,15,15,395,20,8,22,1,40,52,Tie
Inferno,09,06,2020,13,3093,16,13,40,35,4,20,6,51,77,Lost
Mirage,09,06,2020,31,2341,16,8,33,20,5,19,4,65,55,Lost
Inferno,08,06,2020,12,2818,16,13,37,24,3,23,1,20,55,Lost
Mirage,08,06,2020,48,1879,16,3,41,6,3,18,0,33,17,Lost
Inferno,08,06,2020,64,2940,12,16,0,16,2,12,2,27,38,Lost
Mirage,08,06,2020,46,2707,16,12,51,13,8,21,3,61,39,Lost
Mirage,08,06,2020,20,1658,4,16,35,13,5,19,0,46,32,Lost
Overpass,08,06,2020,43,2880,15,15,40,13,8,28,1,38,36,Tie
Overpass,07,06,2020,191,2768,16,11,62,24,4,22,5,66,58,Lost
Overpass,07,06,2020,28,3131,15,15,65,23,3,17,3,52,61,Tie
Inferno,07,06,2020,56,2584,16,9,90,18,10,17,4,50,50,Win
Mirage,07,06,2020,22,1029,2,9,65,5,2,9,0,40,12,Lost
Dust II,06,06,2020,33,1902,16,5,40,14,1,11,3,42,35,Win
Mirage,06,06,2020,144,2052,16,8,66,15,3,19,3,40,41,Lost
Inferno,05,06,2020,38,2954,13,16,37,26,2,22,4,46,59,Lost
Mirage,05,06,2020,79,2280,9,16,37,20,7,16,4,40,54,Win
Dust II,04,06,2020,48,2236,16,7,59,23,8,15,4,39,60,Win
Inferno,04,06,2020,31,3003,11,16,35,21,3,21,3,27,48,Lost
Mirage,04,06,2020,15,2942,16,13,36,21,4,16,3,38,52,Win
Mirage,03,06,2020,13,1541,1,16,86,25,2,8,7,40,64,Win
Inferno,03,06,2020,52,2797,11,16,90,24,3,19,4,37,59,Win
Overpass,03,06,2020,22,1718,16,2,60,20,4,6,3,60,44,Win
Dust II,02,06,2020,127,3082,15,15,67,25,6,23,3,40,59,Tie
Mirage,02,06,2020,11,2674,12,16,67,21,4,18,4,28,56,Win
Mirage,02,06,2020,24,2874,14,16,76,12,8,21,1,33,36,Win
Cache,02,06,2020,46,2249,16,8,44,13,3,20,1,53,32,Lost
Mirage,01,06,2020,28,2400,9,16,41,22,5,19,3,36,52,Win
Inferno,01,06,2020,62,3204,16,14,39,29,5,19,4,62,70,Win
Mirage,01,06,2020,97,1961,16,4,56,12,2,18,0,41,33,Lost
Cache,31,05,2020,11,2850,16,14,33,17,4,19,1,58,45,Win
Inferno,08,05,2020,24,2673,16,12,51,15,10,22,2,13,42,Lost
Inferno,07,05,2020,79,2692,16,9,43,22,7,18,4,45,54,Win
Inferno,07,05,2020,68,2371,16,8,57,19,7,14,5,31,49,Win
Dust II,06,05,2020,19,2426,11,16,55,9,3,23,2,55,21,Lost
Inferno,06,05,2020,23,3094,16,13,58,16,7,18,2,41,46,Lost
Inferno,06,05,2020,77,3000,16,12,62,16,3,23,2,50,42,Lost
Mirage,06,05,2020,28,1856,16,6,63,14,3,11,2,42,35,Win
Inferno,06,05,2020,88,2941,13,16,36,20,2,23,2,55,45,Win
Mirage,06,05,2020,50,2387,16,10,37,25,5,23,2,20,63,Lost
Mirage,06,05,2020,47,1923,6,16,61,9,2,18,0,22,22,Lost
Mirage,05,05,2020,11,2565,12,16,69,23,3,21,2,39,53,Lost
Mirage,05,05,2020,72,2696,12,16,50,15,7,22,2,40,41,Lost
Mirage,05,05,2020,137,2114,16,6,61,28,1,8,4,39,62,Win
Inferno,05,05,2020,13,1757,16,2,42,22,2,6,6,59,48,Win
Mirage,05,05,2020,12,2500,16,13,38,23,2,20,2,47,57,Lost
Inferno,05,05,2020,52,2570,10,16,37,27,5,15,1,29,65,Win
Inferno,04,05,2020,41,3055,10,16,40,18,4,17,3,33,46,Lost
Dust II,04,05,2020,104,2505,11,16,63,20,5,16,1,52,54,Win
Inferno,04,05,2020,28,3209,14,16,34,20,5,22,4,40,52,Lost
Inferno,03,05,2020,197,3266,15,15,38,22,1,21,3,31,60,Tie
Inferno,03,05,2020,12,3427,15,15,35,22,3,18,4,50,59,Tie
Inferno,03,05,2020,30,2480,16,8,54,10,0,21,1,40,22,Lost
Dust II,03,05,2020,13,2565,11,16,38,21,4,22,2,28,47,Lost
Dust II,03,05,2020,61,2408,16,11,57,8,3,16,1,37,24,Win
