Map,Day,Month,Year,Wait Time(s), Match Time(s),Team A Rounds,Team B Rounds,Ping,Kills,Assists,Deaths,Mvp's,HS%,Points,Result
Inferno,17,01,2020,45,2363,9,16,63,12,3,17,0,16,35,Win
Dust II,17,01,2020,47,2646,16,13,65,11,3,22,0,36,26,Lost
Mirage,16,01,2020,15,1593,16,1,58,8,5,8,0,12,22,Win
Mirage,16,01,2020,27,2170,16,8,72,13,3,18,1,71,32,Lost
Dust II,16,01,2020,48,2714,16,14,66,18,6,19,4,38,44,Win
Overpass,16,01,2020,21,2776,13,16,87,26,5,20,5,30,61,Lost
Mirage,15,01,2020,73,2670,14,16,58,32,1,21,5,43,75,Lost
Overpass,14,01,2020,167,1640,4,16,99,7,2,18,1,42,17,Lost
Dust II,14,01,2020,114,2015,16,8,117,24,9,11,3,25,62,Win
Mirage,14,01,2020,135,2804,15,15,121,28,6,23,1,39,76,Tie
Inferno,14,01,2020,97,2729,11,16,60,20,4,22,3,25,44,Win
Inferno,13,01,2020,49,1754,16,2,91,9,4,17,0,44,24,Lost
Mirage,09,01,2020,84,2835,14,16,66,24,3,19,4,45,57,Lost
Inferno,07,01,2020,72,2790,15,15,42,28,3,23,4,32,64,Tie
Dust II,07,01,2020,33,2287,16,9,61,17,2,18,2,33,40,Win
Mirage,07,01,2020,11,2783,16,13,70,22,5,22,3,31,60,Win
Dust II,06,01,2020,28,2493,16,9,40,17,4,20,2,17,46,Lost
Mirage,03,01,2020,131,2699,16,14,64,28,2,25,5,42,65,Lost
Inferno,03,01,2020,56,2587,11,16,64,20,6,17,2,30,54,Win
Mirage,03,01,2020,230,2511,16,11,80,20,7,21,1,20,48,Win
Inferno,02,01,2020,78,2108,8,16,126,15,3,19,4,20,35,Lost
Inferno,31,12,2019,64,2348,16,9,94,25,2,12,3,19,63,Win
Dust II,30,12,2019,85,2846,14,16,62,23,10,23,3,21,60,Lost
Mirage,30,12,2019,95,2703,16,12,65,29,4,22,5,48,64,Lost
Mirage,29,12,2019,250,2173,16,7,56,16,1,13,3,12,38,Win
Mirage,29,12,2019,139,2476,16,10,56,25,2,13,5,30,59,Win
Overpass,28,12,2019,20,2914,13,16,85,24,4,21,4,45,64,Win
Dust II,28,12,2019,64,2789,15,15,43,21,5,19,4,47,56,Tie
Overpass,28,12,2019,20,2681,16,11,45,14,9,25,1,28,43,Win
Inferno,28,12,2019,16,2326,9,16,56,12,3,17,3,41,38,Lost
Overpass,27,12,2019,212,2599,11,16,43,21,2,22,3,28,49,Lost
Mirage,27,12,2019,67,2233,16,12,39,22,3,21,4,45,53,Win
Mirage,20,12,2019,101,2196,9,16,92,16,9,17,3,31,48,Win
Mirage,19,12,2019,43,2739,16,14,71,19,4,24,6,36,45,Lost
Mirage,19,12,2019,95,2118,8,16,73,19,2,15,2,42,49,Win
Inferno,18,12,2019,55,2411,16,8,67,14,5,21,2,21,42,Lost
Inferno,18,12,2019,141,2639,16,10,67,21,7,18,5,33,54,Win
Dust II,17,12,2019,47,1699,5,16,100,12,0,17,0,0,28,Lost
Dust II,17,12,2019,121,2563,16,10,43,20,1,16,3,25,44,Win
Inferno,16,12,2019,263,2004,16,5,129,10,4,18,1,20,34,Lost
Mirage,14,12,2019,186,1646,3,16,59,8,2,19,1,37,18,Lost
Mirage,14,12,2019,65,2225,16,8,154,10,1,19,3,40,24,Lost
Dust II,13,12,2019,82,1762,16,5,96,14,3,19,1,35,31,Lost
Mirage Scrimmage,13,12,2019,10,2989,14,16,103,14,4,24,1,21,34,Lost
Cache,12,12,2019,45,2689,16,14,657,15,2,23,2,20,33,Lost
Dust II,12,12,2019,96,2773,15,15,62,12,5,23,2,42,43,Tie
Mirage,11,12,2019,70,2788,16,12,48,7,6,24,0,42,22,Lost
Mirage,11,12,2019,78,2183,16,7,42,12,4,14,1,25,31,Win
Dust II,11,12,2019,72,2242,13,16,90,15,7,20,2,26,39,Win
Inferno,11,12,2019,94,3594,14,16,41,10,4,24,1,30,34,Lost
Inferno,11,12,2019,10,3400,14,16,63,20,6,22,2,20,48,Win
Train,11,12,2019,120,1954,7,16,120,7,2,23,0,42,16,Lost
Mirage,10,12,2019,151,968,9,2,60,5,2,8,0,40,12,Win
Dust II,10,12,2019,76,2080,9,16,41,13,4,21,0,46,38,Lost
Mirage,10,12,2019,59,2917,15,15,414,17,7,26,1,38,48,Tie
Inferno,09,12,2019,104,2824,12,16,0,0,3,13,1,0,6,Win
Mirage Scrimmage,07,12,2019,269,2141,16,5,95,14,1,18,0,35,31,Lost
Mirage Scrimmage,06,12,2019,386,2580,12,16,94,14,4,25,2,42,39,Lost
Mirage Scrimmage,05,12,2019,339,2376,10,16,84,22,4,19,3,36,51,Lost
Mirage,01,12,2019,167,2462,16,10,73,19,7,16,2,36,56,Win
Cache,30,11,2019,103,2430,15,15,88,16,3,23,0,37,40,Tie
Dust II,30,11,2019,251,2923,16,14,0,2,0,3,1,33,6,Lost
Inferno,30,11,2019,56,2139,2,16,111,19,1,10,4,26,42,Win
Mirage,29,11,2019,57,1951,6,16,71,8,2,18,0,25,20,Lost
Dust II,29,11,2019,19,1479,3,16,72,22,5,9,1,45,63,Win
Overpass,29,11,2019,29,3023,15,15,72,25,7,19,5,32,74,Tie
Dust II,29,11,2019,24,1903,7,16,74,10,6,19,1,60,28,Lost
Inferno,29,11,2019,346,2430,9,16,71,20,1,17,4,35,52,Win
Overpass,28,11,2019,29,3178,15,15,79,29,4,22,4,24,76,Tie
Mirage,28,11,2019,19,2714,12,16,94,18,6,22,3,66,42,Win
Dust II,28,11,2019,106,2023,9,16,100,23,6,17,2,39,58,Win
Dust II,27,11,2019,76,1913,5,16,71,9,2,13,1,22,25,Win
Cache,26,11,2019,82,2755,13,16,124,12,8,23,2,58,37,Win
Dust II,25,11,2019,16,2591,15,15,84,30,3,20,4,40,70,Tie
Dust II,25,11,2019,22,2607,16,10,81,12,4,21,1,16,40,Lost
Dust II,24,11,2019,11,2148,16,4,99,13,1,10,2,15,30,Win
Overpass,24,11,2019,71,1844,5,16,102,16,4,12,2,18,44,Win
Dust II,21,11,2019,58,2175,9,16,78,17,7,16,2,52,51,Win
Mirage,21,11,2019,55,3019,13,16,99,14,7,23,1,14,36,Win
Dust II,20,11,2019,72,2808,16,12,80,27,9,17,6,33,70,Win
Mirage,20,11,2019,45,2577,12,16,79,23,7,20,3,26,60,Win
Inferno,20,11,2019,49,2395,7,16,104,13,3,18,5,30,38,Win
Dust II,19,11,2019,72,2294,9,16,102,19,5,18,2,25,48,Win
Cache,19,11,2019,43,2492,16,10,71,24,3,20,4,12,57,Lost
Mirage,18,11,2019,49,2668,11,16,80,14,9,23,0,35,46,Lost
Overpass,17,11,2019,135,2489,7,16,100,15,9,16,3,13,51,Win
Train,12,11,2019,58,2933,15,15,0,14,2,16,4,35,35,Tie
Dust II,11,11,2019,16,2090,16,7,83,17,3,15,2,23,39,Win
Mirage,11,11,2019,86,2183,16,9,103,9,6,22,1,33,24,Lost
Dust II,10,11,2019,26,2933,16,11,76,11,4,24,1,63,33,Lost
Dust II,09,11,2019,65,2229,9,16,78,17,5,15,4,41,49,Win
Dust II,09,11,2019,133,2900,13,16,80,19,6,24,1,57,53,Lost
Inferno,06,11,2019,48,3129,16,13,97,26,2,22,4,23,62,Lost
Mirage Scrimmage,06,11,2019,185,645,0,16,191,1,0,0,0,0,2,Win
Inferno,05,11,2019,29,2721,14,16,81,20,7,21,4,35,51,Win
Dust II,05,11,2019,43,1932,16,6,82,21,4,9,3,23,54,Win
Train,05,11,2019,63,3101,15,15,82,21,5,22,2,9,51,Tie
Mirage,04,11,2019,16,2696,12,16,98,24,1,19,4,25,61,Win
Mirage,02,11,2019,103,3036,16,13,77,11,6,20,2,15,36,Lost
Cache,02,11,2019,26,2908,16,14,0,5,1,8,0,50,14,Lost
Dust II,02,11,2019,39,2437,16,9,76,12,8,21,1,35,40,Lost
Mirage,01,11,2019,42,2927,14,16,84,23,4,20,5,13,59,Win
Dust II,01,11,2019,226,1673,16,3,82,14,2,8,1,35,33,Win
Overpass,01,11,2019,62,787,16,0,0,32,4,1,8,24,68,Win
Dust II,01,11,2019,34,2812,16,11,75,11,3,16,3,18,41,Lost
Mirage,31,10,2019,22,2566,11,16,72,21,9,21,4,36,57,Lost
Inferno,31,10,2019,242,2822,16,10,102,22,7,18,2,36,55,Lost
Mirage,30,10,2019,202,1773,16,4,85,13,6,10,1,46,34,Win
Cache,17,10,2019,170,2244,16,8,80,13,4,17,0,53,38,Win
Dust II,17,10,2019,15,1758,3,16,75,7,1,18,0,71,15,Lost
Mirage,16,10,2019,35,2483,16,11,91,14,4,20,2,50,39,Lost
Mirage,16,10,2019,11,2648,12,16,99,19,5,18,2,30,45,Lost
Overpass,16,10,2019,169,3051,16,11,77,19,10,20,5,21,56,Win
Dust II,14,10,2019,42,2485,16,13,95,16,7,19,2,25,44,Win
Cache,14,10,2019,204,2344,16,9,79,20,6,20,5,50,51,Lost
Cache,13,10,2019,123,2261,8,16,97,17,6,13,3,52,58,Win
Cache,13,10,2019,56,2715,15,15,93,11,3,23,3,45,38,Tie
Inferno,08,10,2019,70,3066,16,12,103,33,2,18,5,27,75,Lost
Dust II,04,10,2019,188,1885,16,6,84,11,6,12,1,36,32,Win
Inferno,02,10,2019,101,2841,12,16,122,20,5,19,4,20,51,Win
Cache,02,10,2019,76,2036,5,16,91,22,6,12,8,40,54,Win
Overpass,01,10,2019,18,2892,16,13,74,32,5,21,8,46,77,Lost
Cache,01,10,2019,38,1699,3,16,103,8,2,19,0,37,18,Lost
Cache,01,10,2019,175,1815,5,16,79,7,2,18,0,42,21,Lost
Overpass,29,09,2019,44,2183,16,6,81,12,1,19,2,25,31,Lost
Mirage,29,09,2019,45,2959,15,15,83,27,5,20,4,25,67,Tie
Dust II,28,09,2019,79,1895,16,5,80,21,4,10,3,23,58,Win
Cache,28,09,2019,85,2300,16,9,80,12,4,24,0,41,28,Lost
Overpass,28,09,2019,128,2685,16,11,77,19,6,26,2,10,49,Win
Mirage,28,09,2019,30,1659,16,3,118,6,2,16,1,66,17,Lost
Dust II,28,09,2019,208,2719,16,13,77,24,4,22,2,41,62,Lost
Dust II,27,09,2019,90,2557,16,14,85,23,5,20,5,30,56,Lost
Inferno,27,09,2019,41,1569,1,16,87,6,3,10,2,50,22,Win
Mirage,27,09,2019,63,2940,16,12,76,10,7,20,3,40,36,Win
Inferno,27,09,2019,172,1992,16,4,96,15,4,12,3,20,37,Win
Dust II,26,09,2019,171,1763,3,16,105,6,4,14,0,16,18,Win
Overpass,25,09,2019,48,2413,12,16,102,22,9,17,4,18,65,Win
Dust II,23,09,2019,217,1571,16,4,99,11,3,17,0,27,27,Lost
Dust II,23,09,2019,69,2292,16,9,69,15,4,20,1,60,41,Lost
Dust II,22,09,2019,36,2888,14,16,86,16,6,21,0,25,44,Lost
Cache,22,09,2019,55,2567,16,13,79,14,7,22,3,28,43,Lost
Cache,22,09,2019,24,1877,4,16,78,12,8,13,2,7,40,Win
Train,21,09,2019,33,2166,8,16,73,20,3,23,2,45,45,Lost
Cache,20,09,2019,59,3025,15,15,79,29,2,19,3,13,64,Tie
Mirage,20,09,2019,50,2137,16,7,81,12,5,14,3,33,31,Win
Cache,20,09,2019,145,2735,12,16,94,16,8,22,1,12,42,Lost
Dust II,20,09,2019,98,2249,16,11,76,13,6,16,3,7,40,Win
Overpass,15,09,2019,93,2237,4,16,112,12,1,19,0,33,25,Lost
Inferno,15,09,2019,103,2553,11,16,74,16,12,19,2,37,52,Lost
Inferno,14,09,2019,101,3276,14,16,78,24,4,22,3,41,57,Win
Inferno,13,09,2019,205,2234,16,6,96,18,5,12,3,33,44,Win
Mirage,11,09,2019,64,2619,16,13,72,22,6,23,2,13,56,Lost
Inferno,10,09,2019,38,1618,16,1,103,18,3,5,4,47,41,Win
Mirage,10,09,2019,190,1668,16,3,96,7,2,16,0,57,17,Lost
Dust II,10,09,2019,58,2027,8,16,0,3,6,11,1,50,12,Lost
Mirage,08,09,2019,106,2802,16,12,97,25,3,18,4,24,62,Lost
Mirage,07,09,2019,113,2766,14,16,75,22,2,22,3,27,46,Lost
Inferno,01,09,2019,257,2881,16,11,95,18,3,20,3,44,43,Lost
Overpass,28,08,2019,109,1825,4,16,78,7,7,18,2,28,22,Lost
Dust II,27,08,2019,26,2558,13,16,69,15,2,21,2,40,34,Lost
Inferno,26,08,2019,299,2183,7,16,75,11,2,20,0,36,24,Lost
Cache,26,08,2019,306,1986,16,5,73,15,3,12,2,20,36,Win
Inferno,24,08,2019,141,1693,16,3,87,14,2,7,4,35,31,Win
Inferno,24,08,2019,240,1988,16,6,79,8,0,18,0,66,16,Lost
Train,24,08,2019,218,2703,15,15,76,23,4,19,3,30,55,Tie
Mirage,24,08,2019,395,1479,16,3,82,26,2,5,6,26,54,Win
Inferno,24,08,2019,104,3022,14,16,70,20,2,22,2,30,44,Lost
Overpass,24,08,2019,299,1878,16,8,66,15,6,15,1,20,40,Win
Dust II,23,08,2019,104,2956,15,15,106,30,2,21,6,53,73,Tie
Inferno,22,07,2019,18,905,9,1,95,5,3,4,0,80,13,Win
Mirage,22,07,2019,46,2236,7,16,74,16,3,17,3,18,37,Win
Inferno,22,07,2019,106,2350,7,16,76,15,7,18,1,26,40,Win
Mirage,20,07,2019,72,2482,16,9,83,21,5,22,2,42,56,Lost
Mirage,20,07,2019,259,2521,16,12,77,18,9,26,1,16,45,Lost
Dust II,20,07,2019,14,2861,13,16,132,8,3,22,1,30,26,Lost
Dust II,20,07,2019,13,947,0,13,97,9,1,11,0,11,19,Lost
Dust II,19,07,2019,77,2010,8,16,132,14,2,19,3,35,35,Lost
Overpass,19,07,2019,30,2118,5,16,98,10,6,17,0,40,28,Win
Cache,19,07,2019,300,2164,16,8,94,16,5,14,3,35,42,Win
Dust II,19,07,2019,47,1684,3,16,80,19,5,11,4,45,49,Win
Mirage,18,07,2019,173,1735,16,3,76,5,1,18,0,40,17,Lost
Inferno,18,07,2019,165,2711,16,11,78,20,4,18,2,30,51,Win
Dust II,18,07,2019,55,1920,16,4,82,6,4,18,0,33,18,Lost
Mirage,18,07,2019,15,1450,16,2,93,9,3,7,0,33,21,Win
Train,18,07,2019,16,2898,12,16,102,27,4,23,4,29,62,Lost
Cache,18,07,2019,76,3106,16,14,76,21,4,17,3,33,56,Win
Train,17,07,2019,137,2853,16,14,82,20,5,25,2,25,52,Lost
Dust II,17,07,2019,80,2440,16,8,101,13,4,17,3,7,40,Win
Inferno,16,07,2019,196,3188,15,15,95,19,5,24,2,42,48,Tie
Overpass,16,07,2019,44,2072,5,16,94,19,1,12,3,42,53,Win
Cache,16,07,2019,157,2777,16,12,100,22,6,22,2,40,59,Win
Dust II,16,07,2019,111,2010,16,8,126,15,5,16,3,33,43,Win
Cache,15,07,2019,188,2267,16,9,81,6,2,18,0,37,17,Lost
Inferno,15,07,2019,23,2396,9,16,130,4,3,20,0,25,13,Lost
Mirage,15,07,2019,294,2070,16,6,115,10,8,20,1,20,32,Lost
Dust II,14,07,2019,16,1897,6,16,127,5,6,20,0,60,22,Lost
Cache,14,07,2019,26,2207,16,11,122,14,5,18,2,46,37,Win
Dust II,14,07,2019,44,1596,8,8,133,12,1,10,3,25,29,Tie
Mirage,13,07,2019,43,1842,5,16,77,9,6,20,1,30,26,Lost
Inferno,13,07,2019,15,2841,16,10,73,23,4,14,5,21,57,Win
Dust II,13,07,2019,25,2653,16,12,82,14,2,23,0,42,33,Lost
Dust II,12,07,2019,14,2294,11,16,78,13,4,19,1,15,32,Win
Mirage,12,07,2019,12,1911,16,5,79,13,7,15,4,30,39,Win
Mirage,12,07,2019,138,1810,16,4,0,3,0,19,0,40,10,Lost
Mirage,10,07,2019,116,2210,6,16,101,8,6,19,2,25,24,Lost
Inferno,09,07,2019,113,2711,11,16,0,7,4,10,2,50,22,Win
Train,09,07,2019,66,2293,7,16,100,6,3,20,1,33,17,Lost
Dust II,09,07,2019,16,1889,16,9,175,15,2,22,3,43,42,Lost
Dust II,09,07,2019,62,2768,13,16,134,14,6,23,0,42,39,Lost
Dust II,08,07,2019,48,1987,16,6,77,18,4,14,4,38,44,Win
Mirage,08,07,2019,38,1979,4,16,91,13,2,19,1,38,29,Lost
Overpass,08,07,2019,107,2798,16,12,79,5,7,20,1,40,24,Lost
Nuke,06,07,2019,261,1193,16,1,81,12,2,16,1,50,29,Lost
Cache,06,07,2019,26,2335,9,16,137,9,1,21,0,33,27,Lost
Inferno,06,07,2019,25,2137,16,7,94,24,3,10,5,37,52,Win
Dust II,04,07,2019,165,1587,16,4,0,0,0,5,0,0,2,Lost
Inferno,04,07,2019,11,2660,16,10,73,11,5,23,1,9,33,Lost
Inferno,03,07,2019,40,3017,16,11,0,10,3,20,1,40,28,Lost
Overpass,03,07,2019,223,2460,16,12,79,19,9,23,3,31,52,Win
Dust II,03,07,2019,53,1557,4,16,93,4,4,17,1,75,18,Lost
Cache,03,07,2019,109,2349,16,9,78,11,3,19,1,36,28,Win
Dust II,03,07,2019,64,2705,15,15,120,11,6,20,0,27,32,Tie
Mirage,02,07,2019,159,2344,6,16,83,13,2,18,1,23,31,Lost
Mirage,02,07,2019,18,2102,8,16,77,17,5,12,3,44,49,Win
Inferno,02,07,2019,26,1749,5,16,180,0,0,16,0,50,0,Lost
Cache,01,07,2019,134,1804,16,3,97,13,4,13,2,23,32,Win
Dust II,01,07,2019,16,2094,16,6,78,15,3,18,1,46,38,Lost
Cache,01,07,2019,48,2385,16,9,102,12,3,21,2,41,34,Lost
Dust II,30,06,2019,43,2297,16,8,76,9,2,20,2,70,24,Lost
Cache,30,06,2019,13,2135,16,6,81,9,4,12,0,44,22,Win
Mirage,30,06,2019,20,2372,11,16,139,15,2,18,1,46,45,Lost
Cache,30,06,2019,10,2479,16,9,86,6,3,14,2,42,25,Win
Dust II,29,06,2019,16,2453,9,16,96,13,3,21,3,46,32,Lost
Inferno,29,06,2019,66,2174,16,6,87,12,1,16,2,25,25,Win
Train,29,06,2019,104,2471,12,16,77,14,10,26,1,53,40,Lost
Cache,29,06,2019,123,2360,16,9,91,10,3,22,0,40,25,Lost
Overpass,29,06,2019,95,2614,16,8,99,12,6,17,3,41,37,Win
Mirage,28,06,2019,49,2212,8,16,76,10,8,21,2,50,28,Lost
Inferno,28,06,2019,39,3038,11,16,83,11,6,23,3,50,32,Win
Cache,28,06,2019,17,1985,16,8,135,4,4,23,0,25,14,Lost
Dust II,27,06,2019,88,3041,15,15,77,14,5,23,0,21,38,Tie
Inferno,27,06,2019,12,1974,5,16,131,10,2,18,1,50,22,Lost
Dust II,27,06,2019,45,1930,16,8,78,8,3,21,1,62,23,Lost
Overpass,27,06,2019,81,2219,16,6,78,8,1,21,0,25,21,Lost
Train,27,06,2019,245,2188,16,6,79,9,2,18,0,33,23,Lost
Inferno,27,06,2019,51,2841,16,13,73,13,6,25,2,38,43,Lost
Mirage,26,06,2019,47,2714,16,11,97,15,4,19,4,20,42,Win
Inferno,26,06,2019,68,2846,12,16,98,13,3,26,0,23,34,Lost
Inferno,25,06,2019,47,2034,6,16,76,13,2,17,1,46,32,Lost
Inferno,24,06,2019,74,1847,3,16,83,8,5,17,1,22,26,Lost
Inferno,24,06,2019,101,2088,6,16,0,7,3,19,0,22,17,Lost
Inferno,23,06,2019,147,2796,10,16,106,10,5,23,0,50,25,Lost
Dust II,23,06,2019,92,2254,8,16,126,16,1,13,3,31,39,Win
Mirage,23,06,2019,15,2496,15,15,77,16,4,21,1,25,42,Tie
Cache,23,06,2019,69,2363,16,10,0,2,0,4,0,66,4,Lost
Dust II,22,06,2019,61,2072,16,9,78,7,5,16,1,50,26,Win
Inferno,22,06,2019,12,2384,8,16,164,16,7,14,3,43,47,Win
Mirage,22,06,2019,21,2390,16,9,78,13,2,19,1,38,42,Lost
Mirage,21,06,2019,87,1784,5,16,79,13,4,16,1,46,32,Lost
Dust II,21,06,2019,120,2593,16,12,101,19,4,18,3,52,49,Win
Cache,21,06,2019,24,1840,4,16,90,10,6,20,0,30,31,Lost
Dust II,21,06,2019,61,1822,16,6,130,5,1,19,0,0,15,Lost
Dust II,21,06,2019,158,2300,7,16,106,19,3,17,2,42,43,Lost
Mirage,20,06,2019,27,2086,16,7,138,20,2,20,2,45,46,Lost
Dust II,20,06,2019,20,1830,16,5,76,10,3,19,0,36,26,Lost
Inferno,18,06,2019,137,2188,16,6,91,18,3,12,3,11,44,Win
Mirage,17,06,2019,219,2033,4,16,0,3,1,10,0,50,7,Lost
Dust II,17,06,2019,59,2042,8,16,102,4,2,19,0,75,11,Lost
Cache,17,06,2019,55,1875,16,5,102,10,2,18,0,10,26,Lost
Dust II,15,06,2019,145,2144,7,16,95,13,1,15,1,42,36,Win
Dust II,15,06,2019,149,1689,4,16,74,9,2,10,0,55,27,Win
Inferno,12,06,2019,18,2763,12,16,79,19,8,18,2,31,49,Win
Mirage,12,06,2019,17,2305,16,9,76,10,1,21,1,60,26,Lost
Dust II,01,06,2019,41,2833,11,16,101,11,2,22,1,36,27,Win
Inferno,31,05,2019,173,2148,5,16,123,14,1,17,2,53,36,Lost
Dust II,31,05,2019,54,2471,16,14,111,11,0,23,0,18,28,Lost
Dust II,30,05,2019,44,2707,15,15,102,13,6,24,0,53,36,Tie
Dust II,30,05,2019,133,1683,4,16,111,9,8,9,5,33,37,Win
Inferno,30,05,2019,14,2643,11,16,101,10,2,21,0,30,22,Lost
Nuke,30,05,2019,19,2229,6,16,81,13,7,20,1,53,38,Lost
Inferno,29,05,2019,12,2523,16,8,82,10,5,18,1,30,29,Win
Inferno,29,05,2019,192,1931,5,16,134,8,1,18,1,12,19,Lost
Mirage,29,05,2019,106,3344,15,15,79,12,6,24,0,15,34,Tie
Cache,29,05,2019,46,2781,16,14,105,14,4,21,1,28,40,Lost
Overpass,28,05,2019,74,2580,16,10,102,9,2,21,1,33,21,Lost
Vertigo,28,05,2019,41,2881,15,15,137,15,4,25,3,40,41,Tie
Cache,25,05,2019,169,2295,11,16,121,7,4,20,0,12,22,Lost
Dust II,20,05,2019,76,2819,16,12,98,16,5,18,1,47,40,Win
Inferno,20,05,2019,58,1637,15,1,0,1,1,14,0,0,4,Lost
Inferno,18,05,2019,33,1962,6,16,81,13,2,13,3,15,29,Win
Inferno,17,05,2019,41,2316,9,16,68,8,4,17,1,25,24,Win
Dust II,07,05,2019,111,2208,16,11,105,6,4,21,2,50,24,Win
Inferno,07,05,2019,100,2279,16,7,0,1,0,7,0,0,4,Lost
Mirage,07,05,2019,156,1062,4,8,105,4,2,8,1,20,13,Win
Inferno,01,05,2019,11,1617,16,3,0,5,2,13,1,42,13,Lost
Dust II,14,04,2019,259,2398,16,10,76,4,4,19,1,50,17,Win
Inferno,14,04,2019,133,2183,16,6,0,9,1,17,1,33,20,Lost
Train,13,04,2019,102,2968,16,14,76,16,7,26,1,31,45,Win
Dust II,13,04,2019,94,2631,12,16,94,14,3,21,0,50,38,Win
Mirage,12,04,2019,240,2406,16,8,122,10,0,18,2,20,27,Lost
Cache,07,04,2019,101,2430,16,9,201,13,4,20,1,61,33,Lost
Cache,29,03,2019,26,2406,16,7,90,7,4,21,1,14,24,Lost
Inferno,22,03,2019,92,2628,11,16,0,3,5,16,1,25,14,Lost
Mirage,20,03,2019,60,2574,16,12,125,11,1,16,1,7,31,Lost
Mirage,20,03,2019,154,2356,9,16,95,15,1,21,1,40,42,Lost
Mirage,19,03,2019,113,2523,10,16,88,17,7,20,1,11,46,Lost
Inferno,19,03,2019,137,1671,3,16,122,9,1,18,0,33,19,Lost
Inferno,18,03,2019,106,3003,15,15,97,16,3,26,1,37,36,Tie
Mirage,18,03,2019,33,1978,16,4,123,13,2,17,2,46,28,Lost
Mirage,05,03,2019,84,2024,16,4,94,11,4,11,3,9,30,Win
Train,05,03,2019,388,2755,11,16,132,7,5,24,1,28,19,Win
Cache,03,03,2019,56,2412,7,16,0,0,3,11,0,0,5,Lost
Dust II,27,02,2019,17,2901,15,15,119,19,6,23,1,36,47,Tie
Inferno,25,02,2019,112,2994,16,12,788,29,2,19,6,30,68,Win
Cache,24,02,2019,202,1109,9,3,0,-1,1,6,0,0,0,Lost
Inferno,23,02,2019,68,2210,5,16,79,9,5,19,0,22,23,Lost
Train,23,02,2019,47,760,2,7,95,9,2,3,3,33,28,Win
Cache,22,02,2019,150,1910,6,16,134,11,5,13,1,9,31,Win
Cache,22,02,2019,59,1870,16,7,101,9,5,13,1,0,25,Win
Dust II,20,02,2019,228,1867,5,16,67,6,4,19,1,33,18,Lost
Inferno,19,02,2019,69,2626,16,10,93,14,1,17,1,42,30,Win
Overpass,17,02,2019,149,2632,13,16,196,18,2,19,1,27,48,Win
Dust II,15,02,2019,39,3092,15,15,117,14,6,22,2,35,40,Tie
Cache,15,02,2019,112,2115,16,7,753,21,6,13,2,38,56,Win
Inferno,12,02,2019,195,2987,12,16,81,12,7,18,0,41,35,Win
Dust II,12,02,2019,115,1776,16,5,95,9,4,17,2,55,26,Lost
Inferno,11,02,2019,84,1982,16,4,96,20,4,11,2,40,48,Win
Dust II,11,02,2019,215,2613,13,16,96,8,5,18,0,40,26,Win
Mirage,10,02,2019,94,2950,16,14,0,0,0,2,0,0,0,Lost
Cache,05,02,2019,28,2332,10,16,86,7,2,20,0,28,19,Lost
Inferno,04,02,2019,163,2505,11,16,115,11,3,16,1,18,33,Win
Dust II,03,02,2019,100,1272,5,8,91,9,2,8,0,33,28,Win
Cache,02,02,2019,16,2389,9,16,0,2,1,14,0,25,5,Lost
Overpass,30,01,2019,68,2347,8,16,134,5,5,19,0,60,15,Lost
Dust II,30,01,2019,252,2028,6,16,244,7,6,20,0,14,23,Win
Overpass,27,01,2019,190,1675,16,4,117,5,1,18,0,40,14,Lost
Inferno,25,01,2019,32,2348,16,9,85,16,1,17,0,18,34,Win
Inferno,25,01,2019,13,2224,16,8,91,15,3,20,2,20,38,Lost
Dust II,24,01,2019,104,1790,16,5,621,10,3,18,0,20,23,Lost
Dust II,23,01,2019,89,2331,11,16,0,-1,1,12,1,0,3,Lost
Inferno,23,01,2019,75,1663,16,1,83,8,2,17,1,0,18,Lost
Dust II,23,01,2019,51,1725,2,16,94,6,6,8,1,28,22,Win
Cache,19,01,2019,62,2657,13,16,0,0,1,5,0,0,1,Lost
Dust II,17,01,2019,212,2947,14,16,134,7,3,24,1,14,23,Lost
Dust II,16,01,2019,172,1708,16,4,74,6,0,17,1,25,16,Lost
Nuke,16,01,2019,121,2699,16,8,93,15,3,16,1,40,37,Win
Nuke,16,01,2019,102,2138,16,8,71,18,9,20,3,38,45,Win
Mirage,15,01,2019,86,2488,7,16,92,8,6,20,1,37,22,Lost
Overpass,15,01,2019,48,1615,3,16,101,9,4,18,1,44,26,Lost
Mirage,14,01,2019,97,2801,13,16,68,14,2,24,2,71,33,Win
Mirage,14,01,2019,104,1327,16,0,91,6,0,15,0,83,12,Lost
Inferno,13,01,2019,192,2944,14,16,114,19,2,19,1,15,42,Lost
Inferno,13,01,2019,272,1857,16,2,68,8,0,16,1,25,16,Lost
Dust II,13,01,2019,181,1633,16,2,89,9,5,10,1,11,25,Win
Cache,09,01,2019,125,2706,15,15,90,12,6,23,1,25,37,Tie
Dust II,09,01,2019,159,2492,15,15,128,15,3,22,3,26,41,Tie
Inferno,09,01,2019,101,1665,16,4,91,6,5,10,1,16,18,Win
Cache,09,01,2019,84,2149,8,16,93,7,2,20,0,28,17,Lost
Inferno,08,01,2019,217,1512,1,16,115,3,1,16,0,33,7,Lost
Overpass,08,01,2019,47,2527,10,16,129,12,1,23,0,33,31,Lost
Mirage,07,01,2019,123,944,1,9,673,1,0,8,0,0,2,Lost
Inferno,06,01,2019,10,3006,13,16,113,21,5,20,1,19,50,Win
